CODE,title,description,url,t_rex
SOC 313,Modern Korean Culture,"A survey of modern Korean culture and society since 1945. The course will examine key dimensions of South Korean society, including the division of the peninsula, the legacies of the Korean War, projects of national economic development, gender dynamics, and social movements, to the most recent social and cultural phenomena and multiculturalism under the aegis of Global Korea.",https://csi-undergraduate.catalog.cuny.edu/courses/1285991,https://explorer.cuny.edu/receiving-course/128599/1
SOC 314,The High Cost of Cheap Food,"An examination of the problems associated with the mass consumption of industrialized food such as exploitation of labor, environmental degradation, animal abuse, widespread obesity and illness, and the erosion of social and cultural ties. We will critically examine the ways in which the industrialization of our food supply has made calories cheap and plentiful and how the society at large pays for cheap food's hidden costs. Some of the questions we will ask include: How has social stratification historically affected people's relationship to (consumption of) industrial food? Why do most Americans struggle to eat well? How is the work force in America's farms, factories and food service establishments raced and gendered? In what ways has the food industry worked to obscure its own practices? How have government regulations been shaped to cater to the needs of food companies rather than consumers? Through the lens of  industrial food, this course focuses particular attention on issues of labor, immigration and capitalism.",https://csi-undergraduate.catalog.cuny.edu/courses/1305971,https://explorer.cuny.edu/receiving-course/130597/1
SOC 315,Grnt Fundng/Pub Admn,See Catalog For Description.,https://csi-undergraduate.catalog.cuny.edu/courses/0681931,https://explorer.cuny.edu/receiving-course/068193/1
SOC 322,Sociology of the Environment and Ecology,"An overview of various aspects, approaches, key issues, and case studies relevant to the sociology of the environment and environmental issues, focusing on overlaps between the sociological perspective or imagination and ecological thinking. This course covers the basic facts of major environmental issues, both local (such as Fresh Kills, Love Canal, and cancer rates and pollution on Staten Island and Long Island) and global (such as the Deepwater Horizon disaster, industrialized food production, and citizens movements for environmental awareness) as, in part, social justice issues. Importantly, this course in Environmental Sociology will focus on the roles played by class, the market, labor interests, social geography, race, gender, and colonialism in the development, classification, and treatment of environmental problems.",https://csi-undergraduate.catalog.cuny.edu/courses/1247891,https://explorer.cuny.edu/receiving-course/124789/1
SOC 325,Social Thought,"Analysis of key trends in social theory from ancient times to the present. Includes the study of thought concerning the early organization of human society, the development of agricultural and feudal societies, the effects of industrialization and the modern age, and the already-significant impacts of the computer age and the Internet. The course is especially concerned with major social questions in science, philosophy, urbanism, and political economy. Emphasis on reading and discussing original sources. Prerequisites: A minimum GPA of 3.0, ENG 111, ENG 151, and a 200-level Social Scientific Analysis.",https://csi-undergraduate.catalog.cuny.edu/courses/0681112,https://explorer.cuny.edu/receiving-course/068111/2
SOC 328,Gender and Violence,"An examination of gender and violence using a sociological lens.  We explore violence in multiple spheres including public and private, with a focus on gendered violence.  We investigate violence in the lives of women and girls in the United States, historically and today.  We study industrialization and war, and the violence inherent in both.  We examine everyday violence as it shapes and genders our individual lives and social worlds, in particular socio-historical contexts.  We also look at cultural notions about which groups are violent, and social realities of where violence actually happens in our relationships, homes and workplaces.  Throughout the term, we focus on differences and similarities in experiences of violence across lines of class, race and sexuality.",https://csi-undergraduate.catalog.cuny.edu/courses/1247901,https://explorer.cuny.edu/receiving-course/124790/1
SOC 330,Women and Work,"The social and cultural constraints affecting women's participation and attainments in the world of work. Conflicts between work role expectations and gender role expectations (e.g., femininity, nurturance, maternity). The effects of class background and race/ethnicity on women's occupations, professions, and incomes.",https://csi-undergraduate.catalog.cuny.edu/courses/0681961,https://explorer.cuny.edu/receiving-course/068196/1
SOC 332,Social Movements and Social Justice,"An introduction to key sociological theories and concepts in the study of social movements.  Addressing various questions, including: how have powerless groups of people organized social movements to try to improve their lives and change the society in which they lived?  What did these movements accomplish in terms of improving people?s day-to-day lives? What role has policing and police played in social movements.",https://csi-undergraduate.catalog.cuny.edu/courses/1354821,https://explorer.cuny.edu/receiving-course/135482/1
SOC 340,Ethnicity and Immigration,"Social, cultural, and historical factors affecting ethnic group experience and socioeconomic status, both in the United States and among immigrants in other societies. Comparison of immigrant groups of first, second, and third generations. The role of women in different ethnic groups.",https://csi-undergraduate.catalog.cuny.edu/courses/0681971,https://explorer.cuny.edu/receiving-course/068197/1
SOC 345,Sociology of Mental Illness,"An examination of the sociological dimensions of mental illness. The foundation of this course is to critically analyze the social, cultural and historical constructions of the concept of mental illness, paying particular attention to the ways in which both disordered and normal patterns of thinking are medicalized. Some of the questions we will ask include: What is mental illness? How does social stratification along lines of race, class and gender affect who gets labeled as mentally ill and how they are treated? What is the history of modern psychiatry? How has industry affected the rise in diagnoses of mental illness? What is the relationship between prisons and mental institutions? How is psychiatric treatment used as a form of social control? What are alternative ways of thinking about mental illness?",https://csi-undergraduate.catalog.cuny.edu/courses/1305911,https://explorer.cuny.edu/receiving-course/130591/1
